
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   Hey
[00:14:41.830 --> 00:14:42.030]  .
[00:14:42.030 --> 00:14:42.370]   Good
[00:14:42.370 --> 00:14:42.600]  .
[00:14:42.600 --> 00:14:42.720]   And
[00:14:42.720 --> 00:14:42.880]   just
[00:14:42.880 --> 00:14:43.000]   make
[00:14:43.000 --> 00:14:43.370]   sure
[00:14:43.370 --> 00:14:43.740]   that
[00:14:43.740 --> 00:14:44.030]   you
[00:14:44.030 --> 00:14:44.570]   elong
[00:14:44.570 --> 00:14:44.770]  ate
[00:14:44.770 --> 00:14:45.050]   the
[00:14:45.050 --> 00:14:45.140]   Z
[00:14:45.140 --> 00:14:45.630]   sound
[00:14:45.630 --> 00:14:45.890]  .
[00:14:45.890 --> 00:14:46.080]   So
[00:14:46.080 --> 00:14:46.390]   you
[00:14:46.390 --> 00:14:46.640]  're
[00:14:46.640 --> 00:14:47.110]   going
[00:14:47.110 --> 00:14:47.300]   to
[00:14:47.300 --> 00:14:47.490]   go
[00:14:47.490 --> 00:14:47.780]   da
[00:14:47.780 --> 00:14:47.870]   da
[00:14:47.870 --> 00:14:48.060]   da
[00:14:48.060 --> 00:14:48.250]   da
[00:14:48.250 --> 00:14:48.460]   d
[00:14:48.460 --> 00:14:48.700]  .
[00:14:48.700 --> 00:14:48.970]   Z
[00:14:48.970 --> 00:14:49.790]  .
[00:14:49.790 --> 00:14:50.400]   Okay
[00:14:50.400 --> 00:14:51.040]  .
[00:14:51.040 --> 00:14:51.210]   Da
[00:14:51.210 --> 00:14:51.560]   da
[00:14:51.560 --> 00:14:52.000]   da
[00:14:52.000 --> 00:14:52.460]   da
[00:14:52.460 --> 00:14:52.940]   da
[00:14:52.940 --> 00:14:53.140]   d
[00:14:53.140 --> 00:14:53.820]  .
[00:14:53.820 --> 00:14:54.190]   Z
[00:14:54.190 --> 00:14:54.760]  .
[00:14:54.760 --> 00:14:54.960]   Good
[00:14:54.960 --> 00:14:55.110]  .
[00:14:55.110 --> 00:14:55.420]   Just
[00:14:55.420 --> 00:14:55.670]   because
[00:14:55.670 --> 00:14:55.820]   you
[00:14:55.820 --> 00:14:56.020]   want
[00:14:56.020 --> 00:14:56.120]  ,
[00:14:56.120 --> 00:14:56.340]   you
[00:14:56.340 --> 00:14:56.520]   want
[00:14:56.520 --> 00:14:56.600]   to
[00:14:56.600 --> 00:14:56.720]   make
[00:14:56.720 --> 00:14:57.020]   sure
[00:14:57.020 --> 00:14:57.080]   that
[00:14:57.080 --> 00:14:57.580]   you
[00:14:57.580 --> 00:14:58.080]   get
[00:14:58.080 --> 00:14:58.760]   each
[00:14:58.760 --> 00:14:58.760]  ,
[00:14:58.760 --> 00:14:58.760]   each
[00:14:58.760 --> 00:14:58.770]  
[00:14:58.770 --> 00:14:59.450]   element
[00:14:59.450 --> 00:14:59.620]   in
[00:14:59.620 --> 00:15:00.030]   there
[00:15:00.030 --> 00:15:00.330]  .
[00:15:00.330 --> 00:15:00.660]   Okay
[00:15:00.660 --> 00:15:00.930]  .
[00:15:00.930 --> 00:15:01.380]   Sure
[00:15:01.380 --> 00:15:01.560]  .
[00:15:01.560 --> 00:15:01.920]   Okay
[00:15:01.920 --> 00:15:02.240]  .
[00:15:02.240 --> 00:15:02.410]   Now
[00:15:02.410 --> 00:15:02.620]   we
[00:15:02.620 --> 00:15:02.690]  're
[00:15:02.690 --> 00:15:02.980]   going
[00:15:02.980 --> 00:15:03.090]   to
[00:15:03.090 --> 00:15:03.260]   add
[00:15:03.260 --> 00:15:03.370]  ,
[00:15:03.370 --> 00:15:03.710]   after
[00:15:03.710 --> 00:15:03.920]   the
[00:15:03.920 --> 00:15:04.220]   Z
[00:15:04.220 --> 00:15:04.660]   sound
[00:15:04.660 --> 00:15:04.920]  ,
[00:15:04.920 --> 00:15:04.950]   we
[00:15:04.950 --> 00:15:04.990]  're
[00:15:04.990 --> 00:15:05.120]   going
[00:15:05.120 --> 00:15:05.810]   to
[00:15:05.810 --> 00:15:06.690]   add
[00:15:06.690 --> 00:15:06.880]   a
[00:15:06.880 --> 00:15:07.170]   Z
[00:15:07.170 --> 00:15:08.080]  .
[00:15:08.080 --> 00:15:08.290]   So
[00:15:08.290 --> 00:15:08.710]   just
[00:15:08.710 --> 00:15:09.130]   like
[00:15:09.130 --> 00:15:09.440]   you
[00:15:09.440 --> 00:15:09.960]   would
[00:15:09.960 --> 00:15:10.270]   say
[00:15:10.270 --> 00:15:10.580]  ,
[00:15:10.580 --> 00:15:10.690]   sh
[00:15:10.690 --> 00:15:11.000]  .
[00:15:11.000 --> 00:15:11.310]   Now
[00:15:11.310 --> 00:15:11.550]   we
[00:15:11.550 --> 00:15:11.830]  're
[00:15:11.830 --> 00:15:12.250]   just
[00:15:12.250 --> 00:15:13.160]   adding
[00:15:13.160 --> 00:15:13.400]   voice
[00:15:13.400 --> 00:15:13.820]   like
[00:15:13.820 --> 00:15:13.920]   a
[00:15:13.920 --> 00:15:14.020]   Z
[00:15:14.020 --> 00:15:14.400]  ,
[00:15:14.400 --> 00:15:14.800]   like
[00:15:14.800 --> 00:15:14.810]  
[00:15:14.810 --> 00:15:15.670]   garage
[00:15:15.670 --> 00:15:16.000]  ,
[00:15:16.000 --> 00:15:16.380]   the
[00:15:16.380 --> 00:15:17.100]   sound
[00:15:17.100 --> 00:15:17.430]   in
[00:15:17.430 --> 00:15:18.260]   garage
[00:15:18.260 --> 00:15:18.690]  .
[00:15:18.690 --> 00:15:18.830]   Z
[00:15:18.830 --> 00:15:19.260]  .
[00:15:19.260 --> 00:15:19.840]   Okay
[00:15:19.840 --> 00:15:20.270]  .
[00:15:20.270 --> 00:15:20.560]   So
[00:15:20.560 --> 00:15:20.850]   we
[00:15:20.850 --> 00:15:21.280]  're
[00:15:21.280 --> 00:15:22.000]   going
[00:15:22.000 --> 00:15:22.310]   to
[00:15:22.310 --> 00:15:22.830]   go
[00:15:22.830 --> 00:15:22.870]   da
[00:15:22.870 --> 00:15:23.160]   da
[00:15:23.160 --> 00:15:23.450]   da
[00:15:23.450 --> 00:15:23.740]   da
[00:15:23.740 --> 00:15:24.080]   da
[00:15:24.080 --> 00:15:24.320]   da
[00:15:24.320 --> 00:15:24.680]   da
[00:15:24.680 --> 00:15:24.810]   d
[00:15:24.810 --> 00:15:25.240]  .
[00:15:25.240 --> 00:15:29.170]   Z
[00:15:29.170 --> 00:15:29.240]  .
[00:15:29.240 --> 00:15:29.250]   Z
[00:15:29.250 --> 00:15:29.280]  .
[00:15:29.280 --> 00:15:29.390]   Oh
[00:15:29.390 --> 00:15:29.500]  ,
[00:15:29.500 --> 00:15:29.720]   okay
[00:15:29.720 --> 00:15:29.960]  .
[00:15:29.960 --> 00:15:30.270]   Getting
[00:15:30.270 --> 00:15:30.490]   hard
[00:15:30.490 --> 00:15:30.710]   here
[00:15:30.710 --> 00:15:30.920]  .
[00:15:30.920 --> 00:15:30.990]   It
[00:15:30.990 --> 00:15:31.060]  's
[00:15:31.060 --> 00:15:31.330]   getting
[00:15:31.330 --> 00:15:31.360]   a
[00:15:31.360 --> 00:15:31.580]   little
[00:15:31.580 --> 00:15:31.930]   difficult
[00:15:31.930 --> 00:15:32.080]  .
[00:15:32.080 --> 00:15:32.330]   Da
[00:15:32.330 --> 00:15:32.670]   da
[00:15:32.670 --> 00:15:32.830]   da
[00:15:32.830 --> 00:15:33.140]   da
[00:15:33.140 --> 00:15:33.330]   da
[00:15:33.330 --> 00:15:33.620]   da
[00:15:33.620 --> 00:15:34.090]   d
[00:15:34.090 --> 00:15:35.520]  .
[00:15:35.520 --> 00:15:36.520]   Z
[00:15:36.520 --> 00:15:38.600]  .
[00:15:38.600 --> 00:15:39.030]   Awesome
[00:15:39.030 --> 00:15:39.290]  .
[00:15:39.290 --> 00:15:39.460]   That
[00:15:39.460 --> 00:15:39.570]  's
[00:15:39.570 --> 00:15:39.690]   it
[00:15:39.690 --> 00:15:39.870]  .
[00:15:39.870 --> 00:15:40.420]   Excellent
[00:15:40.420 --> 00:15:40.600]  .
[00:15:40.600 --> 00:15:40.840]   Hope
[00:15:40.840 --> 00:15:41.150]   you
[00:15:41.150 --> 00:15:41.260]   guys
[00:15:41.260 --> 00:15:41.440]   are
[00:15:41.440 --> 00:15:41.990]   following
[00:15:41.990 --> 00:15:42.290]   along
[00:15:42.290 --> 00:15:42.560]  .
[00:15:42.560 --> 00:15:42.860]   Guys
[00:15:42.860 --> 00:15:43.010]  ,
[00:15:43.010 --> 00:15:43.160]   if
[00:15:43.160 --> 00:15:43.230]   I
[00:15:43.230 --> 00:15:43.480]   can
[00:15:43.480 --> 00:15:43.600]   do
[00:15:43.600 --> 00:15:43.840]   it
[00:15:43.840 --> 00:15:44.000]  ,
[00:15:44.000 --> 00:15:44.010]  
[00:15:44.010 --> 00:15:44.370]   you
[00:15:44.370 --> 00:15:44.740]   can
[00:15:44.740 --> 00:15:44.990]   do
[00:15:44.990 --> 00:15:45.240]   it
[00:15:45.240 --> 00:15:45.610]   too
[00:15:45.610 --> 00:15:46.000]  .
[00:15:46.000 --> 00:15:47.020]   Yes
[00:15:47.020 --> 00:15:48.040]  .
[00:15:48.040 --> 00:15:48.260]   This
[00:15:48.260 --> 00:15:48.370]   is
[00:15:48.370 --> 00:15:48.530]   why
[00:15:48.530 --> 00:15:48.780]   you
[00:15:48.780 --> 00:15:48.950]   need
[00:15:48.950 --> 00:15:49.070]   the
[00:15:49.070 --> 00:15:49.460]   study
[00:15:49.460 --> 00:15:49.610]   guide
[00:15:49.610 --> 00:15:49.760]  ,
[00:15:49.760 --> 00:15:50.180]   right
[00:15:50.180 --> 00:15:50.440]  ?
[00:15:50.440 --> 00:15:50.570]   It
[00:15:50.570 --> 00:15:50.700]  's
[00:15:50.700 --> 00:15:51.090]   really
[00:15:51.090 --> 00:15:51.680]   important
[00:15:51.680 --> 00:15:51.830]   to
[00:15:51.830 --> 00:15:52.120]   have
[00:15:52.120 --> 00:15:52.360]   the
[00:15:52.360 --> 00:15:52.740]   study
[00:15:52.740 --> 00:15:53.250]   guide
[00:15:53.250 --> 00:15:53.340]  .
[00:15:53.340 --> 00:15:53.640]   Okay
[00:15:53.640 --> 00:15:53.860]  .
[00:15:53.860 --> 00:15:54.210]   So
[00:15:54.210 --> 00:15:54.300]   now
[00:15:54.300 --> 00:15:54.390]   on
[00:15:54.390 --> 00:15:54.620]   our
[00:15:54.620 --> 00:15:54.920]   next
[00:15:54.920 --> 00:15:55.220]   step
[00:15:55.220 --> 00:15:55.370]  ,
[00:15:55.370 --> 00:15:55.540]   we
[00:15:55.540 --> 00:15:55.740]  're
[00:15:55.740 --> 00:15:56.120]   going
[00:15:56.120 --> 00:15:56.250]   to
[00:15:56.250 --> 00:15:56.800]   forget
[00:15:56.800 --> 00:15:57.200]   about
[00:15:57.200 --> 00:15:57.280]   the
[00:15:57.280 --> 00:15:57.470]   da
[00:15:57.470 --> 00:15:57.800]   and
[00:15:57.800 --> 00:15:58.080]   the
[00:15:58.080 --> 00:15:58.180]   Z
[00:15:58.180 --> 00:15:58.380]  ,
[00:15:58.380 --> 00:15:58.680]   the
[00:15:58.680 --> 00:15:58.850]   D
[00:15:58.850 --> 00:15:59.080]   and
[00:15:59.080 --> 00:15:59.380]   the
[00:15:59.380 --> 00:15:59.480]   Z
[00:15:59.480 --> 00:15:59.870]  .
[00:15:59.870 --> 00:16:00.080]   And
[00:16:00.080 --> 00:16:00.280]   we
[00:16:00.280 --> 00:16:00.670]  're
[00:16:00.670 --> 00:16:00.990]   just
[00:16:00.990 --> 00:16:01.500]   going
[00:16:01.500 --> 00:16:01.700]   to
[00:16:01.700 --> 00:16:02.220]   start
[00:16:02.220 --> 00:16:02.740]   with
[00:16:02.740 --> 00:16:03.040]   the
[00:16:03.040 --> 00:16:03.290]   Z
[00:16:03.290 --> 00:16:04.530]   sound
[00:16:04.530 --> 00:16:05.330]  .
[00:16:05.330 --> 00:16:05.670]   But
[00:16:05.670 --> 00:16:06.320]   after
[00:16:06.320 --> 00:16:06.330]  
[00:16:06.330 --> 00:16:06.690]   the
[00:16:06.690 --> 00:16:06.810]   Z
[00:16:06.810 --> 00:16:07.050]  ,
[00:16:07.050 --> 00:16:07.700]   think
[00:16:07.700 --> 00:16:08.270]   about
[00:16:08.270 --> 00:16:09.000]   moving
[00:16:09.000 --> 00:16:09.490]   your
[00:16:09.490 --> 00:16:10.220]   tongue
[00:16:10.220 --> 00:16:10.710]   back
[00:16:10.710 --> 00:16:10.940]   to
[00:16:10.940 --> 00:16:11.780]   float
[00:16:11.780 --> 00:16:11.800]   in
[00:16:11.800 --> 00:16:12.200]   the
[00:16:12.200 --> 00:16:12.900]   middle
[00:16:12.900 --> 00:16:13.130]   of
[00:16:13.130 --> 00:16:13.630]   your
[00:16:13.630 --> 00:16:14.370]   mouth
[00:16:14.370 --> 00:16:14.600]  .
[00:16:14.600 --> 00:16:15.080]   And
[00:16:15.080 --> 00:16:15.110]   we
[00:16:15.110 --> 00:16:15.160]  're
[00:16:15.160 --> 00:16:15.850]   going
[00:16:15.850 --> 00:16:16.030]   to
[00:16:16.030 --> 00:16:16.400]   add
[00:16:16.400 --> 00:16:16.770]   the
[00:16:16.770 --> 00:16:16.890]   R
[00:16:16.890 --> 00:16:17.750]   sound
[00:16:17.750 --> 00:16:17.880]  .
[00:16:17.880 --> 00:16:18.130]   So
[00:16:18.130 --> 00:16:18.380]   it
[00:16:18.380 --> 00:16:18.750]  'll
[00:16:18.750 --> 00:16:19.360]   sound
[00:16:19.360 --> 00:16:19.940]   like
[00:16:19.940 --> 00:16:20.620]   this
[00:16:20.620 --> 00:16:20.780]  .
[00:16:20.780 --> 00:16:32.680]   Z
[00:16:32.680 --> 00:16:32.950]  .
[00:16:32.950 --> 00:16:33.040]   Z
[00:16:33.040 --> 00:16:33.340]  .
[00:16:33.340 --> 00:16:33.400]   Z
[00:16:33.400 --> 00:16:33.690]  .
[00:16:33.690 --> 00:16:33.760]   Z
[00:16:33.760 --> 00:16:34.020]  .
[00:16:34.020 --> 00:16:34.130]   Z
[00:16:34.130 --> 00:16:34.570]  .
[00:16:34.570 --> 00:16:34.960]   Good
[00:16:34.960 --> 00:16:35.360]  .
[00:16:35.360 --> 00:16:35.540]   Do
[00:16:35.540 --> 00:16:35.880]   you
[00:16:35.880 --> 00:16:36.200]   feel
[00:16:36.200 --> 00:16:36.210]  
[00:16:36.210 --> 00:16:36.540]   that
[00:16:36.540 --> 00:16:36.890]   you
[00:16:36.890 --> 00:16:37.070]  're
[00:16:37.070 --> 00:16:37.590]   moving
[00:16:37.590 --> 00:16:37.940]   your
[00:16:37.940 --> 00:16:38.450]   tongue
[00:16:38.450 --> 00:16:38.820]  ?
[00:16:38.820 --> 00:16:39.070]   That
[00:16:39.070 --> 00:16:39.240]  's
[00:16:39.240 --> 00:16:39.590]   kind
[00:16:39.590 --> 00:16:39.760]   of
[00:16:39.760 --> 00:16:40.110]   vibr
[00:16:40.110 --> 00:16:40.540]  ating
[00:16:40.540 --> 00:16:40.710]   on
[00:16:40.710 --> 00:16:40.980]   the
[00:16:40.980 --> 00:16:41.230]   top
[00:16:41.230 --> 00:16:41.660]   of
[00:16:41.660 --> 00:16:41.750]   your
[00:16:41.750 --> 00:16:42.270]   palate
[00:16:42.270 --> 00:16:42.680]   just
[00:16:42.680 --> 00:16:42.760]   a
[00:16:42.760 --> 00:16:43.020]   bit
[00:16:43.020 --> 00:16:43.370]   for
[00:16:43.370 --> 00:16:43.540]   the
[00:16:43.540 --> 00:16:43.620]   Z
[00:16:43.620 --> 00:16:43.880]  .
[00:16:43.880 --> 00:16:44.250]   Just
[00:16:44.250 --> 00:16:44.760]   barely
[00:16:44.760 --> 00:16:45.210]  .
[00:16:45.210 --> 00:16:45.310]   And
[00:16:45.310 --> 00:16:45.630]   then
[00:16:45.630 --> 00:16:45.800]   it
[00:16:45.800 --> 00:16:46.240]   pulls
[00:16:46.240 --> 00:16:46.590]   back
[00:16:46.590 --> 00:16:46.670]   a
[00:16:46.670 --> 00:16:46.930]   bit
[00:16:46.930 --> 00:16:47.190]  .
[00:16:47.190 --> 00:16:47.460]   And
[00:16:47.460 --> 00:16:47.620]   it
[00:16:47.620 --> 00:16:47.790]  's
[00:16:47.790 --> 00:16:48.140]   sort
[00:16:48.140 --> 00:16:48.310]   of
[00:16:48.310 --> 00:16:49.160]   floating
[00:16:49.160 --> 00:16:49.350]   in
[00:16:49.350 --> 00:16:49.640]   the
[00:16:49.640 --> 00:16:50.220]   middle
[00:16:50.220 --> 00:16:50.410]   of
[00:16:50.410 --> 00:16:50.730]   the
[00:16:50.730 --> 00:16:50.890]   of
[00:16:50.890 --> 00:16:51.270]   your
[00:16:51.270 --> 00:16:51.790]   mouth
[00:16:51.790 --> 00:16:52.040]  .
[00:16:52.040 --> 00:16:52.420]   Yeah
[00:16:52.420 --> 00:16:52.710]  .
[00:16:52.710 --> 00:16:52.990]   In
[00:16:52.990 --> 00:16:53.030]   a
[00:16:53.030 --> 00:16:53.570]   reflex
[00:16:53.570 --> 00:16:53.940]   way
[00:16:53.940 --> 00:16:54.200]  .
[00:16:54.200 --> 00:16:54.620]   You
[00:16:54.620 --> 00:16:54.760]   can
[00:16:54.760 --> 00:16:55.710]   absolutely
[00:16:55.710 --> 00:16:56.120]   feel
[00:16:56.120 --> 00:16:56.920]   your
[00:16:56.920 --> 00:16:57.360]   tongue
[00:16:57.360 --> 00:16:57.800]   moving
[00:16:57.800 --> 00:16:58.530]   throughout
[00:16:58.530 --> 00:16:58.820]   that
[00:16:58.820 --> 00:16:59.510]   exercise
[00:16:59.510 --> 00:16:59.640]  .
[00:16:59.640 --> 00:17:00.560]   Good
[00:17:00.560 --> 00:17:01.250]  .
[00:17:01.250 --> 00:17:02.380]   Good
[00:17:02.380 --> 00:17:02.880]  .
[00:17:02.880 --> 00:17:03.000]   So
[00:17:03.000 --> 00:17:03.220]   now
[00:17:03.220 --> 00:17:03.300]   we
[00:17:03.300 --> 00:17:03.470]  're
[00:17:03.470 --> 00:17:03.690]   just
[00:17:03.690 --> 00:17:03.990]   going
[00:17:03.990 --> 00:17:04.110]   to
[00:17:04.110 --> 00:17:04.440]   stick
[00:17:04.440 --> 00:17:04.880]   here
[00:17:04.880 --> 00:17:04.890]  
[00:17:04.890 --> 00:17:05.290]   with
[00:17:05.290 --> 00:17:05.600]   the
[00:17:05.600 --> 00:17:05.740]   Z
[00:17:05.740 --> 00:17:06.010]  .
[00:17:06.010 --> 00:17:06.450]   But
[00:17:06.450 --> 00:17:06.520]   we
[00:17:06.520 --> 00:17:06.820]  're
[00:17:06.820 --> 00:17:07.470]   going
[00:17:07.470 --> 00:17:07.560]   to
[00:17:07.560 --> 00:17:07.960]   take
[00:17:07.960 --> 00:17:08.370]   away
[00:17:08.370 --> 00:17:08.740]   the
[00:17:08.740 --> 00:17:08.780]   E
[00:17:08.780 --> 00:17:09.080]   and
[00:17:09.080 --> 00:17:09.500]   just
[00:17:09.500 --> 00:17:09.700]   go
[00:17:09.700 --> 00:17:10.340]   right
[00:17:10.340 --> 00:17:10.630]   into
[00:17:10.630 --> 00:17:10.940]   the
[00:17:10.940 --> 00:17:11.040]   R
[00:17:11.040 --> 00:17:11.480]  .
[00:17:11.480 --> 00:17:11.900]   Okay
[00:17:11.900 --> 00:17:12.240]  .
[00:17:12.240 --> 00:17:12.490]   Okay
[00:17:12.490 --> 00:17:12.680]  .
[00:17:12.680 --> 00:17:12.850]   So
[00:17:12.850 --> 00:17:13.040]   we
[00:17:13.040 --> 00:17:13.370]  'll
[00:17:13.370 --> 00:17:13.540]   go
[00:17:13.540 --> 00:17:15.690]   Z
[00:17:15.690 --> 00:17:22.160]  .
[00:17:22.160 --> 00:17:22.480]   Good
[00:17:22.480 --> 00:17:22.720]  .
[00:17:22.720 --> 00:17:22.960]   Now
[00:17:22.960 --> 00:17:23.270]   stay
[00:17:23.270 --> 00:17:23.450]   in
[00:17:23.450 --> 00:17:23.760]   that
[00:17:23.760 --> 00:17:24.410]   position
[00:17:24.410 --> 00:17:24.650]  .
[00:17:24.650 --> 00:17:24.890]   Don
[00:17:24.890 --> 00:17:25.120]  't
[00:17:25.120 --> 00:17:25.360]   move
[00:17:25.360 --> 00:17:25.560]   out
[00:17:25.560 --> 00:17:25.640]   of
[00:17:25.640 --> 00:17:25.880]   that
[00:17:25.880 --> 00:17:26.360]   position
[00:17:26.360 --> 00:17:26.540]   and
[00:17:26.540 --> 00:17:27.040]   continue
[00:17:27.040 --> 00:17:27.050]  
[00:17:27.050 --> 00:17:28.980]   with
[00:17:28.980 --> 00:17:30.440]   the
[00:17:30.440 --> 00:17:30.930]   R
[00:17:30.930 --> 00:17:32.500]  .
[00:17:32.500 --> 00:17:34.340]   Okay
[00:17:34.340 --> 00:17:35.800]  .
[00:17:35.800 --> 00:17:36.070]   Good
[00:17:36.070 --> 00:17:36.320]  .
[00:17:36.320 --> 00:17:36.470]   Now
[00:17:36.470 --> 00:17:36.810]   where
[00:17:36.810 --> 00:17:36.940]   do
[00:17:36.940 --> 00:17:37.140]   you
[00:17:37.140 --> 00:17:37.430]   feel
[00:17:37.430 --> 00:17:37.750]   your
[00:17:37.750 --> 00:17:38.160]   tongue
[00:17:38.160 --> 00:17:38.320]   in
[00:17:38.320 --> 00:17:38.440]   your
[00:17:38.440 --> 00:17:38.760]   mouth
[00:17:38.760 --> 00:17:38.940]  ?
[00:17:38.940 --> 00:17:39.220]   Just
[00:17:39.220 --> 00:17:40.580]   just
[00:17:40.580 --> 00:17:40.800]   from
[00:17:40.800 --> 00:17:41.060]   that
[00:17:41.060 --> 00:17:41.600]   exercise
[00:17:41.600 --> 00:17:41.800]  .
[00:17:41.800 --> 00:17:42.130]   Where
[00:17:42.130 --> 00:17:42.370]   do
[00:17:42.370 --> 00:17:42.460]   you
[00:17:42.460 --> 00:17:42.730]   feel
[00:17:42.730 --> 00:17:43.000]   your
[00:17:43.000 --> 00:17:43.430]   tongue
[00:17:43.430 --> 00:17:43.800]   placed
[00:17:43.800 --> 00:17:44.040]  ?
[00:17:44.040 --> 00:17:44.360]   It
[00:17:44.360 --> 00:17:45.180]   feels
[00:17:45.180 --> 00:17:45.740]   like
[00:17:45.740 --> 00:17:46.260]   it
[00:17:46.260 --> 00:17:46.470]   is
[00:17:46.470 --> 00:17:47.450]   folded
[00:17:47.450 --> 00:17:47.790]   in
[00:17:47.790 --> 00:17:48.320]   the
[00:17:48.320 --> 00:17:48.840]   middle
[00:17:48.840 --> 00:17:49.010]   of
[00:17:49.010 --> 00:17:49.180]   my
[00:17:49.180 --> 00:17:49.600]   mouth
[00:17:49.600 --> 00:17:49.890]  .
[00:17:49.890 --> 00:17:49.990]   So
[00:17:49.990 --> 00:17:50.100]   it
[00:17:50.100 --> 00:17:50.210]  's
[00:17:50.210 --> 00:17:50.380]   not
[00:17:50.380 --> 00:17:50.910]   touching
[00:17:50.910 --> 00:17:51.000]   the
[00:17:51.000 --> 00:17:51.170]   top
[00:17:51.170 --> 00:17:51.280]   of
[00:17:51.280 --> 00:17:51.390]   my
[00:17:51.390 --> 00:17:51.710]   mouth
[00:17:51.710 --> 00:17:51.840]  .
[00:17:51.840 --> 00:17:51.950]   It
[00:17:51.950 --> 00:17:52.180]  's
[00:17:52.180 --> 00:17:52.230]   not
[00:17:52.230 --> 00:17:52.680]   touching
[00:17:52.680 --> 00:17:52.910]   the
[00:17:52.910 --> 00:17:53.480]   bottom
[00:17:53.480 --> 00:17:53.680]  .
[00:17:53.680 --> 00:17:53.690]  
[00:17:53.690 --> 00:17:53.870]   It
[00:17:53.870 --> 00:17:54.060]  's
[00:17:54.060 --> 00:17:54.830]   hovering
[00:17:54.830 --> 00:17:55.060]  ,
[00:17:55.060 --> 00:17:55.790]   floating
[00:17:55.790 --> 00:17:55.980]   in
[00:17:55.980 --> 00:17:56.310]   the
[00:17:56.310 --> 00:17:56.840]   middle
[00:17:56.840 --> 00:17:57.120]  .
[00:17:57.120 --> 00:17:57.410]   And
[00:17:57.410 --> 00:17:57.600]   it
[00:17:57.600 --> 00:17:57.790]  's
[00:17:57.790 --> 00:17:58.280]   there
[00:17:58.280 --> 00:17:58.460]  's
[00:17:58.460 --> 00:17:58.550]   a
[00:17:58.550 --> 00:17:58.930]   bend
[00:17:58.930 --> 00:17:59.140]   to
[00:17:59.140 --> 00:17:59.310]   it
[00:17:59.310 --> 00:17:59.590]  .
[00:17:59.590 --> 00:17:59.780]   It
[00:17:59.780 --> 00:17:59.980]  's
[00:17:59.980 --> 00:18:00.260]   not
[00:18:00.260 --> 00:18:01.110]   straight
[00:18:01.110 --> 00:18:01.440]  .
[00:18:01.440 --> 00:18:01.610]   That
[00:18:01.610 --> 00:18:01.680]  's
[00:18:01.680 --> 00:18:01.800]   the
[00:18:01.800 --> 00:18:02.130]   perfect
[00:18:02.130 --> 00:18:02.240]   spot
[00:18:02.240 --> 00:18:02.350]  .
[00:18:02.350 --> 00:18:02.480]   Are
[00:18:02.480 --> 00:18:02.640]   you
[00:18:02.640 --> 00:18:02.640]   a
[00:18:02.640 --> 00:18:03.010]   native
[00:18:03.010 --> 00:18:03.160]   speaker
[00:18:03.160 --> 00:18:03.280]  ?
[00:18:03.280 --> 00:18:03.400]   You
[00:18:03.400 --> 00:18:03.560]   must
[00:18:03.560 --> 00:18:03.640]   be
[00:18:03.640 --> 00:18:03.680]   a
[00:18:03.680 --> 00:18:04.030]   native
[00:18:04.030 --> 00:18:04.200]   speaker
[00:18:04.200 --> 00:18:04.400]  .
[00:18:04.400 --> 00:18:04.880]   Maybe
[00:18:04.880 --> 00:18:04.990]   I
[00:18:04.990 --> 00:18:05.430]   have
[00:18:05.430 --> 00:18:05.650]   an
[00:18:05.650 --> 00:18:06.640]   advantage
[00:18:06.640 --> 00:18:07.080]   with
[00:18:07.080 --> 00:18:07.500]   the
[00:18:07.500 --> 00:18:08.270]   English
[00:18:08.270 --> 00:18:08.290]   R
[00:18:08.290 --> 00:18:08.740]  .
[00:18:08.740 --> 00:18:08.950]   But
[00:18:08.950 --> 00:18:09.720]   believe
[00:18:09.720 --> 00:18:10.050]   you
[00:18:10.050 --> 00:18:10.340]   me
[00:18:10.340 --> 00:18:10.490]  ,
[00:18:10.490 --> 00:18:11.180]   French
[00:18:11.180 --> 00:18:11.260]   R
[00:18:11.260 --> 00:18:11.480]  ,
[00:18:11.480 --> 00:18:12.240]   Spanish
[00:18:12.240 --> 00:18:12.440]   R
[00:18:12.440 --> 00:18:12.910]  .
[00:18:12.910 --> 00:18:12.970]   Not
[00:18:12.970 --> 00:18:13.160]   easy
[00:18:13.160 --> 00:18:13.680]  .
[00:18:13.680 --> 00:18:13.940]   Not
[00:18:13.940 --> 00:18:14.370]   easy
[00:18:14.370 --> 00:18:14.540]   at
[00:18:14.540 --> 00:18:14.760]   all
[00:18:14.760 --> 00:18:15.060]  .
[00:18:15.060 --> 00:18:15.390]   Even
[00:18:15.390 --> 00:18:15.750]   like
[00:18:15.750 --> 00:18:16.270]   even
[00:18:16.270 --> 00:18:16.470]   some
[00:18:16.470 --> 00:18:17.100]   dialect
[00:18:17.100 --> 00:18:17.190]  s
[00:18:17.190 --> 00:18:17.370]   of
[00:18:17.370 --> 00:18:18.000]   English
[00:18:18.000 --> 00:18:18.180]  ,
[00:18:18.180 --> 00:18:18.530]   like
[00:18:18.530 --> 00:18:18.830]   the
[00:18:18.830 --> 00:18:19.560]   Scottish
[00:18:19.560 --> 00:18:19.620]   R
[00:18:19.620 --> 00:18:19.890]   can
[00:18:19.890 --> 00:18:20.110]  't
[00:18:20.110 --> 00:18:20.280]   do
